[0.10506248474121094, [1550.0191456480748, 1555.101452432825, 1560.0109796730349]]
[0.21388912200927734, [1550.0191456480748, 1555.1030657776387, 1560.0101679004483]]
[0.326092004776001, [1550.0199470560256, 1555.1062924773082, 1560.0077325877578]]
[0.43565940856933594, [1550.0183442409527, 1555.1038724513005, 1560.0093561287067]]
[0.545710563659668, [1550.0191456480748, 1555.1006457616734, 1560.0101679004483]]
[0.6543123722076416, [1550.0183442409527, 1555.1006457616734, 1560.0101679004483]]
[0.7633287906646729, [1550.0183442409527, 1555.1030657776387, 1560.0101679004483]]
[0.8711600303649902, [1550.0183442409527, 1555.1054858011355, 1560.0101679004483]]
[0.979280948638916, [1550.0191456480748, 1555.1030657776387, 1560.0101679004483]]
[1.0874903202056885, [1550.0191456480748, 1555.1046791257995, 1560.0085443578098]]
